0,1,2,3,4,5
Bracket Type=4,,,,,
Sample Type,File Name,Path,Instrument Method,Position,Inj Vol
Unknown,GW0711_TrueBlank_end_RA1_rep7_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC6_rep2_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC12,1
Unknown,GW0711_TrueBlank_end_RA1_rep8_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC12_rep3_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC21,1
Unknown,GW0711_TrueBlank_end_RA1_rep9_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC21_rep4_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC17,1
Unknown,GW0711_TrueBlank_end_RA1_rep10_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC17_rep7_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC3,1
Unknown,GW0711_TrueBlank_end_RA1_rep11_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC3_rep8_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC8,1
Unknown,GW0711_TrueBlank_end_RA1_rep12_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC8_rep5_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC17,1
Unknown,GW0711_TrueBlank_end_RA1_rep13_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC17_rep9_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC15,1
Unknown,GW0711_TrueBlank_end_RA1_rep14_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC15_rep10_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC4,1
Unknown,GW0711_TrueBlank_end_RA1_rep15_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC4_rep6_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC15,1
Unknown,GW0711_TrueBlank_end_RA1_rep16_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC15_rep7_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC20,1
Unknown,GW0711_TrueBlank_end_RA1_rep17_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC20_rep8_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC3,1
Unknown,GW0711_TrueBlank_end_RA1_rep18_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC3_rep11_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC14,1
Unknown,GW0711_TrueBlank_end_RA1_rep19_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC14_rep12_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC22,1
Unknown,GW0711_TrueBlank_end_RA1_rep20_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC22_rep13_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC3,1
Unknown,GW0711_TrueBlank_end_RA1_rep21_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC3_rep9_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC20,1
Unknown,GW0711_TrueBlank_end_RA1_rep22_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC20_rep14_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC17,1
Unknown,GW0711_TrueBlank_end_RA1_rep23_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC17_rep10_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC20,1
Unknown,GW0711_TrueBlank_end_RA1_rep24_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC20_rep15_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC5,1
Unknown,GW0711_TrueBlank_end_RA1_rep25_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC5_rep16_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC5,1
Unknown,GW0711_TrueBlank_end_RA1_rep26_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC5_rep11_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC9,1
Unknown,GW0711_TrueBlank_end_RA1_rep27_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC9_rep17_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC16,1
Unknown,GW0711_TrueBlank_end_RA1_rep28_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC16_rep18_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC18,1
Unknown,GW0711_TrueBlank_end_RA1_rep29_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC18_rep19_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC10,1
Unknown,GW0711_TrueBlank_end_RA1_rep30_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC10_rep20_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC7,1
Unknown,GW0711_TrueBlank_end_RA1_rep31_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC7_rep12_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC15,1
Unknown,GW0711_TrueBlank_end_RA1_rep32_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC15_rep21_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC22,1
Unknown,GW0711_TrueBlank_end_RA1_rep33_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC22_rep22_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC21,1
Unknown,GW0711_TrueBlank_end_RA1_rep34_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC21_rep23_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC11,1
Unknown,GW0711_TrueBlank_end_RA1_rep35_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC11_rep24_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC22,1
Unknown,GW0711_TrueBlank_end_RA1_rep36_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC22_rep13_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC13,1
Unknown,GW0711_TrueBlank_end_RA1_rep37_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC13_rep25_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC18,1
Unknown,GW0711_TrueBlank_end_RA1_rep38_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC18_rep26_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC11,1
Unknown,GW0711_TrueBlank_end_RA1_rep39_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC11_rep14_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC16,1
Unknown,GW0711_TrueBlank_end_RA1_rep40_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC16_rep27_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC18,1
Unknown,GW0711_TrueBlank_end_RA1_rep41_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC18_rep15_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC7,1
Unknown,GW0711_TrueBlank_end_RA1_rep42_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC7_rep28_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC11,1
Unknown,GW0711_TrueBlank_end_RA1_rep43_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC11_rep29_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC21,1
Unknown,GW0711_TrueBlank_end_RA1_rep44_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC21_rep30_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC12,1
Unknown,GW0711_TrueBlank_end_RA1_rep45_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC12_rep31_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC10,1
Unknown,GW0711_TrueBlank_end_RA1_rep46_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC10_rep16_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC13,1
Unknown,GW0711_TrueBlank_end_RA1_rep47_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC13_rep17_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC4,1
Unknown,GW0711_TrueBlank_end_RA1_rep48_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC4_rep32_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC13,1
Unknown,GW0711_TrueBlank_end_RA1_rep49_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC13_rep33_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC16,1
Unknown,GW0711_TrueBlank_end_RA1_rep50_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC16_rep18_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC19,1
Unknown,GW0711_TrueBlank_end_RA1_rep51_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC19_rep34_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC12,1
Unknown,GW0711_TrueBlank_end_RA1_rep52_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC12_rep35_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC6,1
Unknown,GW0711_TrueBlank_end_RA1_rep53_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC6_rep36_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC7,1
Unknown,GW0711_TrueBlank_end_RA1_rep54_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC7_rep37_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC5,1
Unknown,GW0711_TrueBlank_end_RA1_rep55_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC5_rep38_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC14,1
Unknown,GW0711_TrueBlank_end_RA1_rep56_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC14_rep19_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GC19,1
Unknown,GW0711_TrueBlank_end_RA1_rep57_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_GC19_rep20_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BC4,1
Unknown,GW0711_TrueBlank_end_RA1_rep58_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_BC4_rep39_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RC6,1
Unknown,GW0711_TrueBlank_end_RA1_rep59_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_lib_Lib1_RC6_rep40_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BD21,1
Unknown,GW0711_TrueBlank_end_RA1_rep60_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo1_BD21_rep1_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RD7,1
Unknown,GW0711_TrueBlank_end_RA1_rep61_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo1_RD7_rep2_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RD17,1
Unknown,GW0711_TrueBlank_end_RA1_rep62_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo1_RD17_rep3_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RD22,1
Unknown,GW0711_TrueBlank_end_RA1_rep63_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo1_RD22_rep4_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BD9,1
Unknown,GW0711_TrueBlank_end_RA1_rep64_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo1_BD9_rep5_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RD20,1
Unknown,GW0711_TrueBlank_end_RA1_rep65_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo1_RD20_rep6_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BD15,1
Unknown,GW0711_TrueBlank_end_RA1_rep66_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo1_BD15_rep7_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BD16,1
Unknown,GW0711_TrueBlank_end_RA1_rep67_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo1_BD16_rep8_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BD11,1
Unknown,GW0711_TrueBlank_end_RA1_rep68_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo1_BD11_rep9_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RD9,1
Unknown,GW0711_TrueBlank_end_RA1_rep69_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo1_RD9_rep10_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BE4,1
Unknown,GW0711_TrueBlank_end_RA1_rep70_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo1_BE4_rep1_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BE11,1
Unknown,GW0711_TrueBlank_end_RA1_rep71_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo1_BE11_rep2_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BE12,1
Unknown,GW0711_TrueBlank_end_RA1_rep72_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo1_BE12_rep3_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BE18,1
Unknown,GW0711_TrueBlank_end_RA1_rep73_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo1_BE18_rep4_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RE4,1
Unknown,GW0711_TrueBlank_end_RA1_rep74_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo1_RE4_rep5_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RE10,1
Unknown,GW0711_TrueBlank_end_RA1_rep75_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo1_RE10_rep6_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BE21,1
Unknown,GW0711_TrueBlank_end_RA1_rep76_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo1_BE21_rep7_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BE17,1
Unknown,GW0711_TrueBlank_end_RA1_rep77_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo1_BE17_rep8_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RE12,1
Unknown,GW0711_TrueBlank_end_RA1_rep78_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo1_RE12_rep9_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RE22,1
Unknown,GW0711_TrueBlank_end_RA1_rep79_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo1_RE22_rep10_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GD21,1
Unknown,GW0711_TrueBlank_end_RA1_rep80_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_purple_blo2_GD21_rep1_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GE5,1
Unknown,GW0711_TrueBlank_end_RA1_rep81_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_blue_blo2_GE5_rep1_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RF5,1
Unknown,GW0711_TrueBlank_end_RA1_rep82_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_green_blo2_RF5_rep1_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BG7,1
Unknown,GW0711_TrueBlank_end_RA1_rep83_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_orange_blo2_BG7_rep1_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BG20,1
Unknown,GW0711_TrueBlank_end_RA1_rep84_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_orange_blo2_BG20_rep2_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GB3,1
Unknown,GW0711_TrueBlank_end_RA1_rep85_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_red_blo2_GB3_rep1_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RG8,1
Unknown,GW0711_TrueBlank_end_RA1_rep86_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_orange_blo2_RG8_rep3_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RG20,1
Unknown,GW0711_TrueBlank_end_RA1_rep87_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_orange_blo2_RG20_rep4_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GE12,1
Unknown,GW0711_TrueBlank_end_RA1_rep88_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_blue_blo2_GE12_rep2_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GB12,1
Unknown,GW0711_TrueBlank_end_RA1_rep89_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_red_blo2_GB12_rep2_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GD3,1
Unknown,GW0711_TrueBlank_end_RA1_rep90_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_purple_blo2_GD3_rep2_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RD19,1
Unknown,GW0711_TrueBlank_end_RA1_rep91_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_QC_blo3_RD19_rep11_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RE6,1
Unknown,GW0711_TrueBlank_end_RA1_rep92_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo3_RE6_rep11_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,RE16,1
Unknown,GW0711_TrueBlank_end_RA1_rep93_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_digest_mix_blo3_RE16_rep12_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BG21,1
Unknown,GW0711_TrueBlank_end_RA1_rep94_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_orange_blo4_BG21_rep5_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BG15,1
Unknown,GW0711_TrueBlank_end_RA1_rep95_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_orange_blo4_BG15_rep6_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,BG11,1
Unknown,GW0711_TrueBlank_end_RA1_rep96_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_orange_blo4_BG11_rep7_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GD20,1
Unknown,GW0711_TrueBlank_end_RA1_rep97_ch2_dry,lcdatapath,lcmethodpath\ChannelB_flush_1min_1ul,RA1,1
Unknown,GW0711_purple_blo4_GD20_rep3_ch1_dry,lcdatapath,lcmethodpath\ChannelA_flush_1min_1ul,GB11,1
